stem,answer,choice,prefix,prediction,accuracy
['strong' 'stronger'],2,"[['fortunate', 'fortunately'], ['tight', 'young'], ['tall', 'taller'], ['newer', 'larger']]",gram3-comparative,0,False
['simple' 'simpler'],2,"[['cheap', 'great'], ['most', 'mostly'], ['slow', 'slower'], ['taller', 'weaker']]",gram3-comparative,0,False
['low' 'lower'],3,"[['bad', 'young'], ['infrequent', 'infrequently'], ['worse', 'simpler'], ['new', 'newer']]",gram3-comparative,1,False
['heavy' 'heavier'],2,"[['generate', 'generates'], ['tall', 'slow'], ['high', 'higher'], ['safer', 'simpler']]",gram3-comparative,3,False
['high' 'higher'],2,"[['striking', 'struck'], ['shorter', 'cooler'], ['hot', 'hotter'], ['bad', 'great']]",gram3-comparative,3,False
['tight' 'tighter'],0,"[['tough', 'tougher'], ['impressive', 'unimpressive'], ['fast', 'easy'], ['lower', 'cooler']]",gram3-comparative,1,False
['sharp' 'sharper'],0,"[['short', 'shorter'], ['younger', 'colder'], ['complete', 'completely'], ['hard', 'cold']]",gram3-comparative,0,True
['loud' 'louder'],0,"[['low', 'lower'], ['old', 'young'], ['cool', 'coolest'], ['newer', 'cheaper']]",gram3-comparative,2,False
['safe' 'safer'],0,"[['sharp', 'sharper'], ['cool', 'hot'], ['discover', 'discovering'], ['stronger', 'smaller']]",gram3-comparative,3,False
['bad' 'worse'],1,"[['mango', 'mangoes'], ['big', 'bigger'], ['higher', 'colder'], ['long', 'short']]",gram3-comparative,0,False
['good' 'better'],2,"[['large', 'young'], ['newer', 'longer'], ['great', 'greater'], ['describe', 'describing']]",gram3-comparative,3,False
['short' 'shorter'],0,"[['simple', 'simpler'], ['deep', 'young'], ['big', 'biggest'], ['worse', 'easier']]",gram3-comparative,3,False
['hot' 'hotter'],0,"[['large', 'larger'], ['fast', 'small'], ['sweet', 'sweetest'], ['shorter', 'louder']]",gram3-comparative,2,False
['cold' 'colder'],1,"[['long', 'great'], ['cool', 'cooler'], ['slower', 'hotter'], ['walking', 'walked']]",gram3-comparative,3,False
['tall' 'taller'],1,"[['machine', 'machines'], ['tight', 'tighter'], ['bright', 'heavy'], ['faster', 'smarter']]",gram3-comparative,1,True
['weak' 'weaker'],2,"[['road', 'roads'], ['new', 'cold'], ['wide', 'wider'], ['faster', 'bigger']]",gram3-comparative,0,False
['wide' 'wider'],0,"[['young', 'younger'], ['newer', 'colder'], ['lucky', 'luckiest'], ['big', 'safe']]",gram3-comparative,3,False
['smart' 'smarter'],3,"[['tasty', 'tastiest'], ['heavier', 'longer'], ['fast', 'wide'], ['strong', 'stronger']]",gram3-comparative,3,True
['long' 'longer'],1,"[['swimming', 'swam'], ['loud', 'louder'], ['greater', 'cheaper'], ['old', 'sharp']]",gram3-comparative,2,False
['deep' 'deeper'],0,"[['easy', 'easier'], ['finger', 'fingers'], ['younger', 'tougher'], ['cool', 'simple']]",gram3-comparative,1,False
['slow' 'slower'],0,"[['small', 'smaller'], ['lower', 'louder'], ['swim', 'swims'], ['new', 'cold']]",gram3-comparative,2,False
['old' 'older'],2,"[['newer', 'hotter'], ['likely', 'unlikely'], ['quick', 'quicker'], ['fast', 'smart']]",gram3-comparative,1,False
['small' 'smaller'],0,"[['smart', 'smarter'], ['small', 'smallest'], ['safer', 'easier'], ['old', 'slow']]",gram3-comparative,1,False
['great' 'greater'],1,"[['weak', 'small'], ['hard', 'harder'], ['slow', 'slowly'], ['shorter', 'bigger']]",gram3-comparative,1,True
['quick' 'quicker'],0,"[['safe', 'safer'], ['cool', 'warm'], ['Netherlands', 'Dutch'], ['worse', 'tighter']]",gram3-comparative,2,False
['hard' 'harder'],0,"[['heavy', 'heavier'], ['China', 'Chinese'], ['stronger', 'tighter'], ['tall', 'simple']]",gram3-comparative,2,False
['new' 'newer'],1,"[['larger', 'hotter'], ['old', 'older'], ['strong', 'safe'], ['furious', 'furiously']]",gram3-comparative,2,False
['cheap' 'cheaper'],2,"[['weak', 'young'], ['safer', 'smaller'], ['cold', 'colder'], ['Cambodia', 'Cambodian']]",gram3-comparative,3,False
['easy' 'easier'],3,"[['shorter', 'tighter'], ['Spain', 'Spanish'], ['bad', 'small'], ['fast', 'faster']]",gram3-comparative,0,False
['warm' 'warmer'],1,"[['large', 'great'], ['weak', 'weaker'], ['higher', 'larger'], ['pineapple', 'pineapples']]",gram3-comparative,3,False
['big' 'bigger'],0,"[['bright', 'brighter'], ['stronger', 'smarter'], ['slowing', 'slowed'], ['bad', 'sharp']]",gram3-comparative,1,False
['young' 'younger'],1,"[['stronger', 'smaller'], ['bad', 'worse'], ['weak', 'easy'], ['wide', 'widest']]",gram3-comparative,2,False
['fast' 'faster'],3,"[['lower', 'larger'], ['lion', 'lions'], ['bright', 'simple'], ['good', 'better']]",gram3-comparative,2,False
['tough' 'tougher'],0,"[['warm', 'warmer'], ['younger', 'harder'], ['Sweden', 'Swedish'], ['bad', 'cold']]",gram3-comparative,2,False
['consistent' 'inconsistent'],0,"[['convincing', 'unconvincing'], ['likely', 'acceptable'], ['swift', 'swiftly'], ['unreasonable', 'irresponsible']]",gram2-opposite,0,True
['efficient' 'inefficient'],0,"[['ethical', 'unethical'], ['swift', 'swiftly'], ['unlikely', 'inconsistent'], ['productive', 'rational']]",gram2-opposite,3,False
['convincing' 'unconvincing'],1,"[['free', 'freely'], ['convenient', 'inconvenient'], ['unlikely', 'inconsistent'], ['possible', 'efficient']]",gram2-opposite,1,True
['possible' 'impossible'],0,"[['possibly', 'impossibly'], ['unfortunate', 'unpleasant'], ['pineapple', 'pineapples'], ['certain', 'responsible']]",gram2-opposite,1,False
['rational' 'irrational'],1,"[['impossible', 'unethical'], ['reasonable', 'unreasonable'], ['productive', 'ethical'], ['dream', 'dreams']]",gram2-opposite,0,False
['sure' 'unsure'],2,"[['uninformed', 'unconvincing'], ['informed', 'impressive'], ['tasteful', 'distasteful'], ['monkey', 'monkeys']]",gram2-opposite,0,False
['decided' 'undecided'],2,"[['increasing', 'increased'], ['convenient', 'responsible'], ['efficient', 'inefficient'], ['unsure', 'unconvincing']]",gram2-opposite,3,False
['likely' 'unlikely'],3,"[['sure', 'consistent'], ['unproductive', 'unconvincing'], ['enhance', 'enhances'], ['logical', 'illogical']]",gram2-opposite,1,False
['possibly' 'impossibly'],1,"[['comfortable', 'rational'], ['productive', 'unproductive'], ['Spain', 'Spanish'], ['unreasonable', 'irrational']]",gram2-opposite,1,True
['fortunate' 'unfortunate'],1,"[['impossible', 'unaware'], ['honest', 'dishonest'], ['comfortable', 'known'], ['invent', 'inventing']]",gram2-opposite,3,False
['acceptable' 'unacceptable'],1,"[['tasteful', 'competitive'], ['aware', 'unaware'], ['rare', 'rarely'], ['unlikely', 'inconvenient']]",gram2-opposite,2,False
['competitive' 'uncompetitive'],2,"[['Italy', 'Italian'], ['possible', 'acceptable'], ['consistent', 'inconsistent'], ['unlikely', 'distasteful']]",gram2-opposite,3,False
['aware' 'unaware'],3,"[['reasonable', 'competitive'], ['unclear', 'inconvenient'], ['young', 'youngest'], ['certain', 'uncertain']]",gram2-opposite,0,False
['known' 'unknown'],0,"[['likely', 'unlikely'], ['uncompetitive', 'unpleasant'], ['certain', 'fortunate'], ['swim', 'swims']]",gram2-opposite,0,True
['pleasant' 'unpleasant'],3,"[['bright', 'brighter'], ['reasonable', 'aware'], ['unfortunate', 'irrational'], ['possible', 'impossible']]",gram2-opposite,2,False
['reasonable' 'unreasonable'],3,"[['dishonest', 'unknown'], ['convincing', 'ethical'], ['color', 'colors'], ['responsible', 'irresponsible']]",gram2-opposite,3,True
['informative' 'uninformative'],3,"[['pleasant', 'clear'], ['see', 'sees'], ['dishonest', 'irresponsible'], ['informed', 'uninformed']]",gram2-opposite,3,True
['productive' 'unproductive'],0,"[['rational', 'irrational'], ['uncompetitive', 'unknown'], ['reasonable', 'impressive'], ['slow', 'slows']]",gram2-opposite,0,True
['tasteful' 'distasteful'],3,"[['unfortunate', 'unconvincing'], ['work', 'works'], ['convincing', 'known'], ['acceptable', 'unacceptable']]",gram2-opposite,0,False
['clear' 'unclear'],3,"[['unlikely', 'unethical'], ['bottle', 'bottles'], ['informed', 'rational'], ['comfortable', 'uncomfortable']]",gram2-opposite,2,False
['logical' 'illogical'],1,"[['dishonest', 'unethical'], ['pleasant', 'unpleasant'], ['Spain', 'Spanish'], ['productive', 'responsible']]",gram2-opposite,1,True
['certain' 'uncertain'],0,"[['clear', 'unclear'], ['finger', 'fingers'], ['unreasonable', 'unconvincing'], ['logical', 'consistent']]",gram2-opposite,2,False
['convenient' 'inconvenient'],0,"[['decided', 'undecided'], ['uninformative', 'unpleasant'], ['productive', 'consistent'], ['usual', 'usually']]",gram2-opposite,1,False
['impressive' 'unimpressive'],3,"[['spending', 'spent'], ['convincing', 'competitive'], ['unclear', 'unacceptable'], ['informative', 'uninformative']]",gram2-opposite,3,True
['comfortable' 'uncomfortable'],2,"[['likely', 'acceptable'], ['uninformed', 'unethical'], ['competitive', 'uncompetitive'], ['rat', 'rats']]",gram2-opposite,2,True
