stem,answer,choice,prefix,prediction,accuracy
['lie' 'prevaricate'],2,"[['betray', 'trust'], ['philander', 'donate'], ['waver', 'falter'], ['deride', 'praise'], ['corroborate', 'doubt']]",grade12,2,True
['laconic' 'concise'],1,"[['obdurate', 'cooperative'], ['ephemeral', 'fleeting'], ['malleable', 'unchanging'], ['vindictive', 'forgiving'], ['equivocal', 'certain']]",grade12,1,True
['pragmatism' 'philosophy'],1,"[['elevation', 'pinnacle'], ['cancer', 'malady'], ['electricity', 'outlet'], ['cacophony', 'opera'], ['chemistry', 'element']]",grade12,3,False
['blandishment' 'coax'],3,"[['directory', 'telephone'], ['pavilion', 'promenade'], ['surplus', 'squander'], ['eulogy', 'praise'], ['controversy', 'placate']]",grade12,3,True
['powerless' 'efficacy'],4,"[['turbulent', 'violence'], ['anomalous', 'irregularity'], ['homogenous', 'similarity'], ['effluent', 'water'], ['explicit', 'ambiguity']]",grade12,3,False
['nefarious' 'virtuous'],2,"[['stringent', 'solid'], ['subliminal', 'secret'], ['reticent', 'talkative'], ['jocular', 'humorous'], ['haggard', 'old']]",grade12,2,True
['unprecedented' 'forerunners'],4,"[['unnecessary', 'prerequisites'], ['nauseating', 'medicine'], ['bloodthirsty', 'anemia'], ['holistic', 'proof'], ['adulterated', 'purity']]",grade12,2,False
['tyro' 'inexperienced'],3,"[['headmaster', 'principled'], ['scapegoat', 'blameworthy'], ['forgery', 'valuable'], ['sycophant', 'servile'], ['risk', 'worthwhile']]",grade12,3,True
['level' 'hierarchy'],0,"[['installment', 'serial'], ['halo', 'messiah'], ['vinaigrette', 'salad'], ['courtroom', 'drama'], ['misnomer', 'definition']]",grade12,2,False
['decanter' 'pour'],0,"[['monument', 'venerate'], ['criminal', 'deviate'], ['nunnery', 'convert'], ['pharmacy', 'prescribe'], ['stiletto', 'walk']]",grade12,4,False
['wretched' 'cheerful'],1,"[['territorial', 'terrestrial'], ['innocuous', 'dangerous'], ['floundering', 'struggling'], ['redacted', 'censored'], ['solitary', 'confined']]",grade12,2,False
['invective' 'blame'],4,"[['homage', 'copy'], ['grandeur', 'admire'], ['duplicity', 'increase'], ['depravity', 'corrupt'], ['masonry', 'construct']]",grade12,3,False
['erudite' 'uneducated'],1,"[['fiery', 'flagrant'], ['fervid', 'dispassionate'], ['loquacious', 'talkative'], ['gullible', 'naive'], ['dissonant', 'discordant']]",grade12,2,False
['vitriol' 'bitter'],1,"[['hindsight', 'perfect'], ['alabaster', 'white'], ['buoyancy', 'light'], ['equilibrium', 'just'], ['jubilation', 'biblical']]",grade12,1,True
['vernacular' 'regional'],2,"[['leaf', 'autumnal'], ['senator', 'dissentious'], ['fluctuation', 'irregular'], ['budget', 'austere'], ['autopsy', 'fatal']]",grade12,3,False
['fake' 'authenticity'],0,"[['latent', 'manifestation'], ['impenetrable', 'defense'], ['lacteal', 'milk'], ['preponderant', 'thought'], ['retrograde', 'direction']]",grade12,1,False
['castigate' 'criticize'],0,"[['dishevel', 'destroy'], ['brutalize', 'attack'], ['legalize', 'filibuster'], ['predict', 'forecast'], ['kill', 'massacre']]",grade12,0,True
['virulent' 'poisonous'],1,"[['autonomous', 'free'], ['disparate', 'different'], ['botanical', 'flowery'], ['dormant', 'tired'], ['unique', 'eccentric']]",grade12,2,False
['rivulet' 'small'],4,"[['dissertation', 'plagiarized'], ['bird', 'fledgling'], ['bankruptcy', 'indebted'], ['hooligan', 'athletic'], ['citadel', 'fortified']]",grade12,3,False
['grenadier' 'army'],3,"[['inkling', 'pen'], ['wheelchair', 'paraplegic'], ['couch', 'lethargy'], ['count', 'nobility'], ['insurrection', 'government']]",grade12,1,False
['truism' 'obvious'],2,"[['waiver', 'safe'], ['president', 'tyrannical'], ['daredevil', 'audacious'], ['novel', 'ingenuous'], ['pedant', 'imaginative']]",grade12,2,True
['element' 'aggregate'],1,"[['fresco', 'painting'], ['foreground', 'landscape'], ['benefactor', 'fortune'], ['mandate', 'ruler'], ['diet', 'nutrient']]",grade12,0,False
['microwave' 'heat'],0,"[['refrigerator', 'cool'], ['freezer', 'cook'], ['sink', 'organize'], ['fireplace', 'destroy']]",grade6,0,True
['helmet' 'head'],0,"[['mask', 'face'], ['belt', 'train'], ['ring', 'wrist'], ['slipper', 'ankle']]",grade6,0,True
['cigarette' 'unhealthy'],0,"[['sin', 'immoral'], ['baby', 'wise'], ['husband', 'rich'], ['nation', 'peaceful']]",grade6,0,True
['positive' 'negative'],0,"[['clean', 'filthy'], ['angry', 'upset'], ['friendly', 'popular'], ['challenging', 'interesting']]",grade6,0,True
['skeptical' 'belief'],1,"[['unpopular', 'wealth'], ['homeless', 'shelter'], ['polite', 'power'], ['nervous', 'stress']]",grade6,1,True
['spaghetti' 'pasta'],0,"[['ketchup', 'condiment'], ['lettuce', 'sauce'], ['bacon', 'fruit'], ['cereal', 'dairy']]",grade6,0,True
['expert' 'skilled'],3,"[['athlete', 'thin'], ['student', 'intelligent'], ['spy', 'friendly'], ['fanatic', 'enthusiastic']]",grade6,1,False
['comedy' 'funny'],2,"[['mystery', 'boring'], ['drama', 'romantic'], ['tragedy', 'sad'], ['newspaper', 'expensive']]",grade6,2,True
['butcher' 'meat'],3,"[['maid', 'chores'], ['teacher', 'knowledge'], ['librarian', 'books'], ['baker', 'bread']]",grade6,3,True
['brother' 'sibling'],3,"[['mother', 'daughter'], ['doctor', 'nurse'], ['uncle', 'aunt'], ['father', 'parent']]",grade6,0,False
['verse' 'song'],0,"[['core', 'apple'], ['mop', 'broom'], ['supermarket', 'office'], ['coat', 'jacket']]",grade6,1,False
['liar' 'honesty'],2,"[['lawyer', 'mercy'], ['mother', 'children'], ['fool', 'wisdom'], ['soldier', 'power']]",grade6,2,True
['sunscreen' 'skin'],2,"[['magic', 'children'], ['grass', 'house'], ['armor', 'body'], ['faith', 'country']]",grade6,2,True
['engine' 'car'],0,"[['lens', 'microscope'], ['day', 'night'], ['picture', 'frame'], ['club', 'member']]",grade6,0,True
['downpour' 'rain'],2,"[['wave', 'water'], ['tornado', 'clouds'], ['blizzard', 'snow'], ['desert', 'heat']]",grade6,2,True
['wizard' 'magical'],0,"[['king', 'royal'], ['nun', 'silent'], ['teacher', 'ordinary'], ['chef', 'delicious']]",grade6,3,False
['bus' 'automobile'],1,"[['building', 'house'], ['tiger', 'animal'], ['letter', 'alphabet'], ['bath', 'shower']]",grade6,0,False
['wool' 'sheep'],0,"[['leather', 'cows'], ['metal', 'trees'], ['paper', 'rocks'], ['wood', 'mountains']]",grade6,0,True
['humiliated' 'embarrassed'],1,"[['shy', 'timid'], ['enraged', 'angry'], ['sad', 'upset'], ['excited', 'anxious']]",grade6,1,True
['sewing' 'craft'],2,"[['salt', 'food'], ['fate', 'science'], ['gasoline', 'fuel'], ['sunrise', 'art']]",grade6,0,False
