stem,answer,choice,prefix,prediction,accuracy
['strong' 'stronger'],2,"[['fortunate', 'fortunately'], ['tight', 'young'], ['tall', 'taller'], ['newer', 'larger']]",gram3-comparative,1,False
['simple' 'simpler'],2,"[['cheap', 'great'], ['most', 'mostly'], ['slow', 'slower'], ['taller', 'weaker']]",gram3-comparative,2,True
['low' 'lower'],3,"[['bad', 'young'], ['infrequent', 'infrequently'], ['worse', 'simpler'], ['new', 'newer']]",gram3-comparative,0,False
['heavy' 'heavier'],2,"[['generate', 'generates'], ['tall', 'slow'], ['high', 'higher'], ['safer', 'simpler']]",gram3-comparative,2,True
['high' 'higher'],2,"[['striking', 'struck'], ['shorter', 'cooler'], ['hot', 'hotter'], ['bad', 'great']]",gram3-comparative,3,False
['tight' 'tighter'],0,"[['tough', 'tougher'], ['impressive', 'unimpressive'], ['fast', 'easy'], ['lower', 'cooler']]",gram3-comparative,0,True
['sharp' 'sharper'],0,"[['short', 'shorter'], ['younger', 'colder'], ['complete', 'completely'], ['hard', 'cold']]",gram3-comparative,0,True
['loud' 'louder'],0,"[['low', 'lower'], ['old', 'young'], ['cool', 'coolest'], ['newer', 'cheaper']]",gram3-comparative,0,True
['safe' 'safer'],0,"[['sharp', 'sharper'], ['cool', 'hot'], ['discover', 'discovering'], ['stronger', 'smaller']]",gram3-comparative,3,False
['bad' 'worse'],1,"[['mango', 'mangoes'], ['big', 'bigger'], ['higher', 'colder'], ['long', 'short']]",gram3-comparative,3,False
['good' 'better'],2,"[['large', 'young'], ['newer', 'longer'], ['great', 'greater'], ['describe', 'describing']]",gram3-comparative,2,True
['short' 'shorter'],0,"[['simple', 'simpler'], ['deep', 'young'], ['big', 'biggest'], ['worse', 'easier']]",gram3-comparative,0,True
['hot' 'hotter'],0,"[['large', 'larger'], ['fast', 'small'], ['sweet', 'sweetest'], ['shorter', 'louder']]",gram3-comparative,1,False
['cold' 'colder'],1,"[['long', 'great'], ['cool', 'cooler'], ['slower', 'hotter'], ['walking', 'walked']]",gram3-comparative,1,True
