stem,answer,choice,prefix,prediction,accuracy
['vulnerable' 'hurt'],0,"[['fluid', 'changed'], ['vague', 'truncated'], ['virtuous', 'bribed'], ['witty', 'amused'], ['divergent', 'exploited']]",0,3,False
['brazen' 'shame'],3,"[['comprehensive', 'total'], ['inquisitive', 'curiosity'], ['moral', 'integrity'], ['oblivious', 'awareness'], ['witty', 'levity']]",0,1,False
['mundane' 'novel'],0,"[['rate', 'prevalent'], ['essential', 'imperative'], ['sealed', 'hermetic'], ['spontaneous', 'combustive'], ['judicious', 'minimal']]",0,4,False
['malinger' 'work'],2,"[['escape', 'flight'], ['accuse', 'crime'], ['hide', 'discovery'], ['shun', 'ridicule'], ['guess', 'answer']]",0,3,False
['void' 'empty'],1,"[['glut', 'prosperous'], ['system', 'organized'], ['answer', 'questioning'], ['ration', 'scarce'], ['intent', 'clear']]",0,3,False
['best' 'seller'],4,"[['anthology', 'poem'], ['rave', 'critic'], ['collector', 'painting'], ['performance', 'play'], ['hit', 'song']]",0,0,False
['portfolio' 'documents'],0,"[['album', 'photographs'], ['government', 'policies'], ['drama', 'acts'], ['excavation', 'artifacts'], ['rhythm', 'drums']]",0,0,True
['index' 'topics'],2,"[['agenda', 'meeting'], ['diary', 'secrets'], ['roster', 'names'], ['manual', 'equipment'], ['ledger', 'numbers']]",0,3,False
['manager' 'store'],2,"[['technician', 'laboratory'], ['student', 'school'], ['administrator', 'hospital'], ['spectator', 'arena'], ['president', 'electorate']]",0,1,False
['yearn' 'longing'],2,"[['beware', 'danger'], ['rush', 'patience'], ['enjoy', 'pleasure'], ['suppress', 'rage'], ['sleep', 'insomnia']]",0,2,True
['audible' 'blaring'],1,"[['silent', 'loud'], ['annoying', 'obnoxious'], ['clear', 'ostentatious'], ['legible', 'published'], ['edible', 'poisonous']]",0,1,True
['legend' 'map'],3,"[['subtitle', 'translation'], ['bar', 'graph'], ['figure', 'blueprint'], ['key', 'chart'], ['footnote', 'information']]",0,3,True
['evade' 'straightforward'],3,"[['leave', 'inviting'], ['enliven', 'animated'], ['flatten', 'smooth'], ['boast', 'modest'], ['assist', 'helpful']]",0,2,False
['recuperate' 'surgery'],3,"[['restore', 'furniture'], ['cleanse', 'alcohol'], ['cure', 'illness'], ['revive', 'faint'], ['hospitalize', 'patient']]",0,2,False
['abridge' 'novel'],4,"[['interrupt', 'conversation'], ['rehearse', 'play'], ['terminate', 'ending'], ['punctuate', 'sentence'], ['abbreviate', 'word']]",0,1,False
['carping' 'criticize'],1,"[['vain', 'admire'], ['obliging', 'help'], ['retiring', 'boast'], ['jealous', 'possess'], ['wary', 'surprise']]",0,1,True
['immaculate' 'clean'],0,"[['enormous', 'large'], ['superficial', 'careful'], ['tiresome', 'bored'], ['precious', 'greedy'], ['obvious', 'deceptive']]",0,0,True
['bungler' 'finesse'],2,"[['athlete', 'prowess'], ['thief', 'felony'], ['gossip', 'reserve'], ['preacher', 'oratory'], ['gourmet', 'cuisine']]",0,0,False
['testimony' 'witness'],2,"[['leadership', 'follower'], ['proof', 'theorist'], ['expertise', 'authority'], ['contradiction', 'investigator'], ['confiscation', 'official']]",0,1,False
['drapery' 'fabric'],4,"[['fireplace', 'wood'], ['curtain', 'stage'], ['shutter', 'light'], ['sieve', 'liquid'], ['window', 'glass']]",0,4,True
['defend' 'untenable'],2,"[['escape', 'unfettered'], ['judge', 'punitive'], ['modify', 'invariable'], ['flourish', 'vigorous'], ['protect', 'dangerous']]",0,4,False
['walk' 'scurry'],4,"[['march', 'follow'], ['carouse', 'revel'], ['nap', 'sleep'], ['impress', 'notice'], ['jog', 'sprint']]",0,2,False
['avenge' 'wrong'],0,"[['reciprocate', 'favor'], ['compete', 'contest'], ['ponder', 'decision'], ['relegate', 'position'], ['decree', 'religion']]",0,2,False
['precarious' 'stability'],2,"[['cantankerous', 'testiness'], ['ornamental', 'flourishes'], ['susceptible', 'resistance'], ['flexible', 'strength'], ['conclusive', 'results']]",0,4,False
['querulous' 'complain'],3,"[['silent', 'talk'], ['humorous', 'laugh'], ['dangerous', 'risk'], ['deceitful', 'cheat'], ['gracious', 'accept']]",0,0,False
['animosity' 'hatred'],1,"[['carnal', 'active'], ['genial', 'amiable'], ['insomnia', 'sleepy'], ['pacify', 'peace'], ['liveliness', 'careful']]",0,3,False
['scissors' 'cut'],1,"[['window', 'close'], ['spice', 'season'], ['cloth', 'weave'], ['mask', 'frighten'], ['country', 'vote']]",0,3,False
['exorbitant' 'moderation'],2,"[['dispassionate', 'equanimity'], ['macabre', 'interest'], ['perfidious', 'loyalty'], ['brilliant', 'gullibility'], ['lavish', 'extravagance']]",0,0,False
['submit' 'subordinate'],2,"[['loud', 'cacophony'], ['rebel', 'solitude'], ['secede', 'autonomous'], ['inferior', 'dominant'], ['no', 'choice']]",0,0,False
['ruler' 'line'],3,"[['stamp', 'letter'], ['period', 'dot'], ['key', 'door'], ['compass', 'circle'], ['thermometer', 'degree']]",0,0,False
['audience' 'theater'],3,"[['crew', 'ship'], ['scholars', 'library'], ['group', 'society'], ['spectators', 'arena'], ['actors', 'stage']]",0,0,False
['caption' 'cartoon'],2,"[['byline', 'newspaper'], ['laughter', 'comedy'], ['subtitle', 'film'], ['translation', 'paraphrase'], ['billboard', 'road']]",0,2,True
['scapegoat' 'blame'],4,"[['ingrate', 'gratitude'], ['apprentice', 'skill'], ['trickster', 'honesty'], ['truant', 'education'], ['effigy', 'hatred']]",0,1,False
['topic' 'discourse'],3,"[['title', 'play'], ['subject', 'digression'], ['guideline', 'policy'], ['theme', 'essay'], ['footnote', 'text']]",0,0,False
['diversion' 'boredom'],0,"[['assurance', 'uncertainty'], ['enmity', 'hatred'], ['secrecy', 'curiosity'], ['reward', 'deed'], ['sluggishness', 'fatigue']]",0,4,False
['precarious' 'stability'],4,"[['mean', 'gauge'], ['huge', 'weight'], ['exact', 'measure'], ['exotic', 'accord'], ['anomalous', 'model']]",0,1,False
['arable' 'cultivation'],4,"[['exploited', 'protection'], ['healthy', 'medication'], ['insular', 'discovery'], ['productive', 'surplus'], ['navigable', 'sailing']]",0,4,True
['courier' 'message'],2,"[['soldier', 'battle'], ['student', 'knowledge'], ['prophet', 'revelation'], ['judge', 'law'], ['athlete', 'prowess']]",0,4,False
['arid' 'dry'],0,"[['glacial', 'cold'], ['coastal', 'tidal'], ['damp', 'muddy'], ['snowbound', 'polar'], ['shallow', 'deep']]",0,4,False
['waiter' 'diner'],1,"[['ballerina', 'dancer'], ['clerk', 'customer'], ['nurse', 'orderly'], ['juror', 'judge'], ['captain', 'teammate']]",0,0,False
['encourage' 'coerce'],1,"[['implement', 'accomplish'], ['suggest', 'command'], ['hinder', 'facilitate'], ['filter', 'separate'], ['oppose', 'disagree']]",0,4,False
['journal' 'article'],3,"[['dance', 'ballet'], ['magazine', 'cover'], ['set', 'scenery'], ['anthology', 'poem'], ['concert', 'orchestra']]",0,3,True
['patent' 'obvious'],2,"[['contrite', 'happy'], ['curt', 'expansive'], ['voracious', 'hungry'], ['dissonant', 'emotive'], ['ephemeral', 'exorbitant']]",0,4,False
['shear' 'wool'],0,"[['reap', 'wheat'], ['whittle', 'wood'], ['sweep', 'broom'], ['prune', 'tree'], ['rake', 'leaves']]",0,2,False
['ticket' 'admission'],1,"[['letter', 'salutation'], ['coupon', 'discount'], ['receipt', 'payment'], ['license', 'travel'], ['application', 'interview']]",0,2,False
['perceptive' 'discern'],2,"[['determined', 'hesitate'], ['authoritarian', 'heed'], ['persistent', 'persevere'], ['abandoned', 'neglect'], ['restrained', 'rebel']]",0,2,True
['ostrich' 'bird'],0,"[['lion', 'cat'], ['goose', 'flock'], ['ewe', 'sheep'], ['cub', 'bear'], ['primate', 'monkey']]",0,0,True
['lens' 'glass'],2,"[['well', 'water'], ['saw', 'wood'], ['sweater', 'wool'], ['fuel', 'fire'], ['ink', 'paper']]",0,4,False
['freight' 'truck'],4,"[['goods', 'warehouse'], ['customers', 'store'], ['stevedores', 'ship'], ['engine', 'train'], ['passengers', 'bus']]",0,1,False
['consider' 'contemplate'],3,"[['smile', 'greet'], ['write', 'compose'], ['complain', 'bicker'], ['examine', 'scrutinize'], ['ignore', 'notice']]",0,1,False
['procrastinate' 'action'],1,"[['reverse', 'direction'], ['postpone', 'event'], ['assign', 'choice'], ['endure', 'patience'], ['embezzle', 'fraud']]",0,1,True
['fickle' 'inconsistency'],3,"[['cloudy', 'warmth'], ['innate', 'capability'], ['worthy', 'heroism'], ['placid', 'calmness'], ['solid', 'order']]",0,2,False
['thicket' 'shrubs'],0,"[['grove', 'trees'], ['orchard', 'apples'], ['pasture', 'cows'], ['reef', 'waves'], ['crop', 'plants']]",0,1,False
['copyright' 'book'],2,"[['franchise', 'license'], ['lease', 'owner'], ['patent', 'design'], ['trademark', 'registration'], ['brand', 'manufacturer']]",0,2,True
