stem,answer,choice,prefix,prediction,accuracy
['intransigent' 'compromise'],1,"[['permanent', 'stability'], ['dogged', 'surrender'], ['disorganized', 'chaos'], ['lonesome', 'friendship'], ['strenuous', 'exercise']]",1,4,False
['acquit' 'charge'],4,"[['accuse', 'offense'], ['punish', 'reward'], ['extricate', 'freedom'], ['camouflage', 'identity'], ['rescue', 'danger']]",1,1,False
['tunnel' 'mine'],4,"[['conduit', 'fluid'], ['corner', 'intersection'], ['sign', 'detour'], ['aisle', 'seat'], ['corridor', 'building']]",1,4,True
['actor' 'cast'],0,"[['musician', 'orchestra'], ['singer', 'song'], ['lecturer', 'class'], ['congregation', 'church'], ['proofreader', 'text']]",1,1,False
['unnerve' 'composure'],1,"[['deviate', 'individuality'], ['corrupt', 'purity'], ['judge', 'verdict'], ['shock', 'amazement'], ['threaten', 'attack']]",1,4,False
['depose' 'king'],3,"[['eulogize', 'hero'], ['inaugurate', 'mayor'], ['promote', 'general'], ['unfrock', 'minister'], ['elect', 'leader']]",1,0,False
['antiseptic' 'germs'],2,"[['sneezing', 'allergies'], ['earthquake', 'destruction'], ['water', 'thirst'], ['illness', 'fever'], ['executive', 'agenda']]",1,2,True
['immature' 'develop'],1,"[['tempestuous', 'explode'], ['unready', 'prepare'], ['superstitious', 'believe'], ['unfeasible', 'originate'], ['fortuitous', 'plan']]",1,2,False
['abrasive' 'skin'],3,"[['flammable', 'fire'], ['resilient', 'shock'], ['soluble', 'water'], ['corrosive', 'iron'], ['responsive', 'stimulus']]",1,0,False
['catalog' 'shopper'],2,"[['contract', 'lawyer'], ['schedule', 'worker'], ['menu', 'diner'], ['article', 'author'], ['bank', 'teller']]",1,0,False
['sketch' 'artist'],3,"[['secret', 'confidant'], ['palette', 'painter'], ['cell', 'prisoner'], ['draft', 'writer'], ['chisel', 'sculptor']]",1,3,True
['tentacles' 'octopus'],2,"[['petals', 'flower'], ['tadpoles', 'frog'], ['claws', 'crab'], ['algae', 'seaweed'], ['quills', 'porcupine']]",1,1,False
['treason' 'country'],1,"[['settlement', 'lawyer'], ['embezzlement', 'employer'], ['justice', 'honor'], ['hospitality', 'generosity'], ['chagrin', 'mistake']]",1,1,True
['cartographer' 'maps'],0,"[['architect', 'blueprints'], ['bibliographer', 'books'], ['curator', 'artworks'], ['traveler', 'countries'], ['surveyor', 'instruments']]",1,1,False
['virtuoso' 'music'],0,"[['bard', 'poetry'], ['crescendo', 'scale'], ['lyricist', 'melody'], ['portrait', 'photography'], ['critic', 'performance']]",1,2,False
['forensics' 'argumentation'],2,"[['autopsy', 'death'], ['syntax', 'grammar'], ['jurisprudence', 'law'], ['archaeology', 'site'], ['etymology', 'dictionary']]",1,2,True
