stem,answer,choice,prefix,prediction,accuracy
['classroom' 'desk'],1,"[['bank', 'dollar'], ['church', 'pew'], ['studio', 'paintbrush'], ['museum', 'artifact']]",high-intermediate,1,True
['heirloom' 'inherited'],1,"[['ship', 'wooden'], ['sermon', 'religious'], ['newspaper', 'popular'], ['coupon', 'valuable']]",high-intermediate,2,False
['veins' 'circulate'],3,"[['calculators', 'think'], ['boots', 'sprint'], ['laws', 'enforce'], ['ornaments', 'decorate']]",high-intermediate,3,True
['devout' 'religious'],0,"[['hyper', 'energetic'], ['depressed', 'angry'], ['fit', 'strong'], ['cruel', 'strange']]",high-intermediate,1,False
['superstition' 'irrational'],2,"[['opinion', 'factual'], ['purse', 'expensive'], ['reward', 'motivational'], ['invention', 'successful']]",high-intermediate,0,False
['documentary' 'film'],1,"[['parka', 'sweater'], ['hut', 'dwelling'], ['debt', 'fee'], ['chair', 'sofa']]",high-intermediate,0,False
['gasoline' 'flammable'],1,"[['love', 'wonderful'], ['radiation', 'toxic'], ['justice', 'arbitrary'], ['religion', 'strict']]",high-intermediate,1,True
['nearby' 'distant'],0,"[['timid', 'bold'], ['classy', 'mannered'], ['permanent', 'eternal'], ['criminal', 'illegal']]",high-intermediate,0,True
['bunch' 'bananas'],2,"[['street', 'neighborhoods'], ['vine', 'oranges'], ['herd', 'cows'], ['club', 'wolves']]",high-intermediate,2,True
['insecure' 'confidence'],3,"[['fluent', 'language'], ['powerful', 'ability'], ['modest', 'grace'], ['indecisive', 'resolution']]",high-intermediate,3,True
['ignite' 'extinguish'],0,"[['harvest', 'plant'], ['rest', 'relax'], ['investigate', 'trust'], ['remove', 'confiscate']]",high-intermediate,3,False
['airplane' 'hangar'],0,"[['car', 'garage'], ['bus', 'stop'], ['boat', 'lake'], ['ship', 'ocean']]",high-intermediate,0,True
['bun' 'hamburger'],1,"[['ketchup', 'hotdog'], ['windshield', 'car'], ['theater', 'script'], ['laugh', 'joke']]",high-intermediate,0,False
['confirm' 'deny'],2,"[['use', 'employ'], ['define', 'prove'], ['dispense', 'collect'], ['entertain', 'amuse']]",high-intermediate,0,False
['advocate' 'criticize'],1,"[['excuse', 'permit'], ['conquer', 'liberate'], ['enjoy', 'satisfy'], ['relinquish', 'give']]",high-intermediate,3,False
['believable' 'credible'],3,"[['chilly', 'freezing'], ['horrible', 'monstrous'], ['visible', 'obvious'], ['eternal', 'endless']]",high-intermediate,1,False
['ocean' 'immense'],2,"[['surface', 'flat'], ['career', 'fulfilling'], ['enemy', 'adversarial'], ['quilt', 'detailed']]",high-intermediate,0,False
['patience' 'virtue'],2,"[['essay', 'story'], ['currency', 'credit'], ['denial', 'reaction'], ['faith', 'religion']]",high-intermediate,3,False
['tidy' 'unkempt'],0,"[['smooth', 'jagged'], ['moral', 'judgmental'], ['finite', 'limited'], ['intended', 'declared']]",high-intermediate,0,True
['christmas' 'gifts'],2,"[['Thanksgiving', 'turkey'], ['summer', 'school'], ['Halloween', 'candy'], ['May', 'flowers']]",high-intermediate,2,True
['infantile' 'immature'],0,"[['outstanding', 'impressive'], ['plain', 'ordinary'], ['absurd', 'hilarious'], ['unwise', 'clever']]",high-intermediate,3,False
['lifejacket' 'boat'],1,"[['medicine', 'disease'], ['seatbelt', 'plane'], ['shield', 'sword'], ['hat', 'helmet']]",high-intermediate,1,True
['boastful' 'proud'],1,"[['angry', 'outraged'], ['impeccable', 'clean'], ['ridiculous', 'humorous'], ['skeptical', 'doubtful']]",high-intermediate,1,True
['adolescent' 'maturity'],3,"[['murder', 'motive'], ['suitcase', 'wheels'], ['idea', 'clarity'], ['lunatic', 'sanity']]",high-intermediate,3,True
['uninhibited' 'restraint'],3,"[['overweight', 'shape'], ['unhealthy', 'control'], ['intelligent', 'thought'], ['generous', 'selfishness']]",high-intermediate,3,True
['lantern' 'light'],2,"[['fan', 'oxygen'], ['toilet', 'waste'], ['curtain', 'privacy'], ['television', 'electricity']]",high-intermediate,3,False
['combatant' 'fighter'],0,"[['queen', 'monarch'], ['palace', 'hut'], ['horse', 'carriage'], ['knife', 'sword']]",high-intermediate,0,True
['conclusion' 'essay'],3,"[['theme', 'song'], ['meal', 'dessert'], ['parade', 'party'], ['scene', 'play']]",high-intermediate,3,True
['infection' 'bacteria'],0,"[['intoxication', 'alcohol'], ['glitter', 'shine'], ['worth', 'money'], ['rain', 'fog']]",high-intermediate,0,True
['passport' 'document'],2,"[['mineral', 'geology'], ['clock', 'watch'], ['fossil', 'artifact'], ['notebook', 'literature']]",high-intermediate,0,False
['fisherman' 'net'],1,"[['teacher', 'professor'], ['doctor', 'stethoscope'], ['demon', 'soul'], ['mother', 'child']]",high-intermediate,1,True
['contract' 'agreement'],0,"[['limerick', 'poem'], ['human', 'monster'], ['scarf', 'jewelry'], ['dog', 'feline']]",high-intermediate,0,True
['coal' 'fuel'],1,"[['kidney', 'body'], ['dictatorship', 'government'], ['thought', 'feeling'], ['partner', 'accomplice']]",high-intermediate,0,False
['hasty' 'patience'],2,"[['unskilled', 'magic'], ['terrified', 'logic'], ['unqualified', 'credentials'], ['gullible', 'belief']]",high-intermediate,3,False
['dwindle' 'increase'],1,"[['ridicule', 'mock'], ['denounce', 'embrace'], ['celebrate', 'congratulate'], ['sting', 'stab']]",high-intermediate,0,False
['elderly' 'youth'],3,"[['famous', 'popularity'], ['rational', 'proof'], ['smug', 'satisfaction'], ['well', 'illness']]",high-intermediate,0,False
['locker' 'storage'],0,"[['telephone', 'communication'], ['wallet', 'cash'], ['pencil', 'paper'], ['lake', 'moisture']]",high-intermediate,1,False
['slob' 'messy'],1,"[['benefactor', 'poor'], ['miser', 'stingy'], ['godmother', 'magical'], ['researcher', 'intuitive']]",high-intermediate,1,True
['active' 'idle'],2,"[['challenging', 'difficult'], ['dramatic', 'tragic'], ['brief', 'lengthy'], ['scholarly', 'studious']]",high-intermediate,3,False
['taboo' 'acceptance'],2,"[['factual', 'opinion'], ['inspirational', 'reality'], ['unpopular', 'support'], ['independent', 'structure']]",high-intermediate,0,False
['offer' 'request'],0,"[['damage', 'repair'], ['enjoy', 'entertain'], ['experience', 'participate'], ['endure', 'continue']]",high-intermediate,2,False
['network' 'connect'],0,"[['statue', 'memorialize'], ['funeral', 'eliminate'], ['telephone', 'hear'], ['device', 'create']]",high-intermediate,3,False
['illiterate' 'read'],0,"[['immobile', 'move'], ['excited', 'cheer'], ['bored', 'concentrate'], ['correct', 'falsify']]",high-intermediate,0,True
['lizard' 'reptile'],3,"[['ambulance', 'hospital'], ['fight', 'argument'], ['painting', 'sketch'], ['crystal', 'mineral']]",high-intermediate,3,True
['lenient' 'strict'],1,"[['hopeful', 'optimistic'], ['punctual', 'late'], ['sentimental', 'emotional'], ['irrational', 'inexplicable']]",high-intermediate,1,True
['algebra' 'mathematics'],0,"[['rain', 'precipitation'], ['bronze', 'metal'], ['tradition', 'culture'], ['trade', 'economy']]",high-intermediate,1,False
['fever' 'symptom'],2,"[['debate', 'argument'], ['newspaper', 'magazine'], ['fable', 'story'], ['device', 'strategy']]",high-intermediate,2,True
['examination' 'diagnosis'],2,"[['evaluation', 'title'], ['inference', 'consequences'], ['search', 'rescue'], ['minute', 'hour']]",high-intermediate,2,True
['charity' 'aid'],2,"[['dictionary', 'words'], ['fortune', 'money'], ['counselor', 'advice'], ['translator', 'language']]",high-intermediate,0,False
['article' 'magazine'],3,"[['revolution', 'war'], ['hood', 'jacket'], ['speech', 'meeting'], ['trigger', 'gun']]",high-intermediate,0,False
['lens' 'camera'],3,"[['amplifier', 'violin'], ['keyboard', 'television'], ['bank', 'vault'], ['lobby', 'hotel']]",high-intermediate,0,False
['referee' 'officiate'],0,"[['sentry', 'guard'], ['grandmother', 'age'], ['detective', 'accuse'], ['wizard', 'curse']]",high-intermediate,0,True
['hyperactive' 'energetic'],3,"[['fabulous', 'drab'], ['superficial', 'genuine'], ['wealthy', 'greedy'], ['gullible', 'trusting']]",high-intermediate,3,True
['whimper' 'fear'],1,"[['grimace', 'comfort'], ['shrug', 'uncertainty'], ['speech', 'language'], ['receipt', 'price']]",high-intermediate,0,False
['treaty' 'peace'],0,"[['title', 'ownership'], ['license', 'traffic'], ['declaration', 'independence'], ['dictionary', 'language']]",high-intermediate,1,False
['battle' 'war'],2,"[['button', 'hole'], ['friend', 'companion'], ['handle', 'shovel'], ['lighthouse', 'coast']]",high-intermediate,1,False
['faded' 'brilliance'],0,"[['decrepit', 'strength'], ['contemporary', 'modernity'], ['downtrodden', 'sadness'], ['troubled', 'danger']]",high-intermediate,0,True
['fame' 'obscurity'],3,"[['peace', 'harmony'], ['music', 'art'], ['knowledge', 'wisdom'], ['sorrow', 'joy']]",high-intermediate,2,False
['witness' 'testimony'],3,"[['spouse', 'marriage'], ['judge', 'laws'], ['waterfall', 'rivers'], ['generator', 'electricity']]",high-intermediate,0,False
['klutz' 'clumsy'],1,"[['priest', 'evil'], ['cold', 'contagious'], ['car', 'broken'], ['vegetable', 'green']]",high-intermediate,1,True
['clarify' 'obscure'],2,"[['guard', 'protect'], ['instruct', 'educate'], ['acquire', 'dispose'], ['hike', 'climb']]",high-intermediate,0,False
['heart' 'organ'],2,"[['glaze', 'sauce'], ['spacecraft', 'rocket'], ['octagon', 'shape'], ['hero', 'doctor']]",high-intermediate,1,False
['whisper' 'quiet'],0,"[['folktale', 'traditional'], ['whip', 'evil'], ['disease', 'curable'], ['meal', 'satisfying']]",high-intermediate,2,False
['flamboyant' 'elaborate'],2,"[['kind', 'benevolent'], ['autocratic', 'democratic'], ['ludicrous', 'absurd'], ['desirable', 'necessary']]",high-intermediate,1,False
