stem,answer,choice,prefix,prediction,accuracy
['classroom' 'desk'],1,"[['bank', 'dollar'], ['church', 'pew'], ['studio', 'paintbrush'], ['museum', 'artifact']]",high-intermediate,0,False
['heirloom' 'inherited'],1,"[['ship', 'wooden'], ['sermon', 'religious'], ['newspaper', 'popular'], ['coupon', 'valuable']]",high-intermediate,0,False
['veins' 'circulate'],3,"[['calculators', 'think'], ['boots', 'sprint'], ['laws', 'enforce'], ['ornaments', 'decorate']]",high-intermediate,2,False
['devout' 'religious'],0,"[['hyper', 'energetic'], ['depressed', 'angry'], ['fit', 'strong'], ['cruel', 'strange']]",high-intermediate,3,False
['superstition' 'irrational'],2,"[['opinion', 'factual'], ['purse', 'expensive'], ['reward', 'motivational'], ['invention', 'successful']]",high-intermediate,2,True
['documentary' 'film'],1,"[['parka', 'sweater'], ['hut', 'dwelling'], ['debt', 'fee'], ['chair', 'sofa']]",high-intermediate,2,False
['gasoline' 'flammable'],1,"[['love', 'wonderful'], ['radiation', 'toxic'], ['justice', 'arbitrary'], ['religion', 'strict']]",high-intermediate,2,False
['nearby' 'distant'],0,"[['timid', 'bold'], ['classy', 'mannered'], ['permanent', 'eternal'], ['criminal', 'illegal']]",high-intermediate,2,False
['bunch' 'bananas'],2,"[['street', 'neighborhoods'], ['vine', 'oranges'], ['herd', 'cows'], ['club', 'wolves']]",high-intermediate,1,False
['insecure' 'confidence'],3,"[['fluent', 'language'], ['powerful', 'ability'], ['modest', 'grace'], ['indecisive', 'resolution']]",high-intermediate,0,False
['ignite' 'extinguish'],0,"[['harvest', 'plant'], ['rest', 'relax'], ['investigate', 'trust'], ['remove', 'confiscate']]",high-intermediate,1,False
['airplane' 'hangar'],0,"[['car', 'garage'], ['bus', 'stop'], ['boat', 'lake'], ['ship', 'ocean']]",high-intermediate,0,True
['bun' 'hamburger'],1,"[['ketchup', 'hotdog'], ['windshield', 'car'], ['theater', 'script'], ['laugh', 'joke']]",high-intermediate,1,True
['confirm' 'deny'],2,"[['use', 'employ'], ['define', 'prove'], ['dispense', 'collect'], ['entertain', 'amuse']]",high-intermediate,0,False
['advocate' 'criticize'],1,"[['excuse', 'permit'], ['conquer', 'liberate'], ['enjoy', 'satisfy'], ['relinquish', 'give']]",high-intermediate,3,False
['believable' 'credible'],3,"[['chilly', 'freezing'], ['horrible', 'monstrous'], ['visible', 'obvious'], ['eternal', 'endless']]",high-intermediate,0,False
['ocean' 'immense'],2,"[['surface', 'flat'], ['career', 'fulfilling'], ['enemy', 'adversarial'], ['quilt', 'detailed']]",high-intermediate,2,True
['patience' 'virtue'],2,"[['essay', 'story'], ['currency', 'credit'], ['denial', 'reaction'], ['faith', 'religion']]",high-intermediate,0,False
['tidy' 'unkempt'],0,"[['smooth', 'jagged'], ['moral', 'judgmental'], ['finite', 'limited'], ['intended', 'declared']]",high-intermediate,1,False
['christmas' 'gifts'],2,"[['Thanksgiving', 'turkey'], ['summer', 'school'], ['Halloween', 'candy'], ['May', 'flowers']]",high-intermediate,2,True
['infantile' 'immature'],0,"[['outstanding', 'impressive'], ['plain', 'ordinary'], ['absurd', 'hilarious'], ['unwise', 'clever']]",high-intermediate,2,False
['lifejacket' 'boat'],1,"[['medicine', 'disease'], ['seatbelt', 'plane'], ['shield', 'sword'], ['hat', 'helmet']]",high-intermediate,1,True
['boastful' 'proud'],1,"[['angry', 'outraged'], ['impeccable', 'clean'], ['ridiculous', 'humorous'], ['skeptical', 'doubtful']]",high-intermediate,3,False
['adolescent' 'maturity'],3,"[['murder', 'motive'], ['suitcase', 'wheels'], ['idea', 'clarity'], ['lunatic', 'sanity']]",high-intermediate,2,False
['uninhibited' 'restraint'],3,"[['overweight', 'shape'], ['unhealthy', 'control'], ['intelligent', 'thought'], ['generous', 'selfishness']]",high-intermediate,3,True
['lantern' 'light'],2,"[['fan', 'oxygen'], ['toilet', 'waste'], ['curtain', 'privacy'], ['television', 'electricity']]",high-intermediate,0,False
['combatant' 'fighter'],0,"[['queen', 'monarch'], ['palace', 'hut'], ['horse', 'carriage'], ['knife', 'sword']]",high-intermediate,0,True
['conclusion' 'essay'],3,"[['theme', 'song'], ['meal', 'dessert'], ['parade', 'party'], ['scene', 'play']]",high-intermediate,1,False
['infection' 'bacteria'],0,"[['intoxication', 'alcohol'], ['glitter', 'shine'], ['worth', 'money'], ['rain', 'fog']]",high-intermediate,2,False
['passport' 'document'],2,"[['mineral', 'geology'], ['clock', 'watch'], ['fossil', 'artifact'], ['notebook', 'literature']]",high-intermediate,2,True
['fisherman' 'net'],1,"[['teacher', 'professor'], ['doctor', 'stethoscope'], ['demon', 'soul'], ['mother', 'child']]",high-intermediate,1,True
['contract' 'agreement'],0,"[['limerick', 'poem'], ['human', 'monster'], ['scarf', 'jewelry'], ['dog', 'feline']]",high-intermediate,0,True
['coal' 'fuel'],1,"[['kidney', 'body'], ['dictatorship', 'government'], ['thought', 'feeling'], ['partner', 'accomplice']]",high-intermediate,0,False
['hasty' 'patience'],2,"[['unskilled', 'magic'], ['terrified', 'logic'], ['unqualified', 'credentials'], ['gullible', 'belief']]",high-intermediate,1,False
['dwindle' 'increase'],1,"[['ridicule', 'mock'], ['denounce', 'embrace'], ['celebrate', 'congratulate'], ['sting', 'stab']]",high-intermediate,1,True
['elderly' 'youth'],3,"[['famous', 'popularity'], ['rational', 'proof'], ['smug', 'satisfaction'], ['well', 'illness']]",high-intermediate,3,True
['locker' 'storage'],0,"[['telephone', 'communication'], ['wallet', 'cash'], ['pencil', 'paper'], ['lake', 'moisture']]",high-intermediate,1,False
['slob' 'messy'],1,"[['benefactor', 'poor'], ['miser', 'stingy'], ['godmother', 'magical'], ['researcher', 'intuitive']]",high-intermediate,3,False
['active' 'idle'],2,"[['challenging', 'difficult'], ['dramatic', 'tragic'], ['brief', 'lengthy'], ['scholarly', 'studious']]",high-intermediate,3,False
['taboo' 'acceptance'],2,"[['factual', 'opinion'], ['inspirational', 'reality'], ['unpopular', 'support'], ['independent', 'structure']]",high-intermediate,3,False
['offer' 'request'],0,"[['damage', 'repair'], ['enjoy', 'entertain'], ['experience', 'participate'], ['endure', 'continue']]",high-intermediate,0,True
['network' 'connect'],0,"[['statue', 'memorialize'], ['funeral', 'eliminate'], ['telephone', 'hear'], ['device', 'create']]",high-intermediate,1,False
